"Appliances_energy_use_Wh","Temperature_outside_celsius"
40,7.17E-01
50,8.33E-01
90,9.50E-01
70,1.07E+00
60,1.18E+00
70,1.30E+00
60,1.50E+00
130,1.70E+00
340,1.90E+00
230,2.10E+00
80,2.30E+00
40,2.50E+00
50,2.58E+00
70,2.67E+00
70,2.75E+00
80,2.83E+00
60,2.92E+00
50,3.00E+00
320,2.98E+00
390,2.97E+00
300,2.95E+00
310,2.93E+00
250,2.92E+00
250,2.90E+00
130,2.92E+00
100,2.93E+00
100,2.95E+00
220,2.97E+00
240,2.98E+00
150,3.00E+00
100,3.03E+00
110,3.07E+00
100,3.10E+00
90,3.13E+00
100,3.17E+00
90,3.20E+00
100,3.28E+00
100,3.37E+00
100,3.45E+00
100,3.53E+00
100,3.62E+00
100,3.70E+00
80,3.72E+00
80,3.73E+00
70,3.75E+00
60,3.77E+00
70,3.78E+00
70,3.80E+00
80,3.78E+00
80,3.77E+00
100,3.75E+00
100,3.73E+00
90,3.72E+00
100,3.70E+00
90,3.67E+00
60,3.63E+00
90,3.60E+00
60,3.57E+00
80,3.53E+00
90,3.50E+00
100,3.50E+00
160,3.50E+00
410,3.50E+00
550,3.50E+00
500,3.50E+00
550,3.50E+00
140,3.50E+00
80,3.50E+00
90,3.50E+00
120,3.50E+00
120,3.50E+00
90,3.50E+00
80,3.47E+00
80,3.43E+00
80,3.40E+00
70,3.37E+00
80,3.33E+00
70,3.30E+00
60,3.27E+00
80,3.23E+00
80,3.20E+00
80,3.17E+00
70,3.13E+00
80,3.10E+00
70,3.08E+00
60,3.07E+00
30,3.05E+00
40,3.03E+00
30,3.02E+00
40,3.00E+00
70,2.98E+00
60,2.97E+00
70,2.95E+00
40,2.93E+00
60,2.92E+00
50,2.90E+00
50,2.87E+00
60,2.83E+00
40,2.80E+00
60,2.77E+00
60,2.73E+00
60,2.70E+00
50,2.70E+00
50,2.70E+00
60,2.70E+00
50,2.70E+00
50,2.70E+00
50,2.70E+00
60,2.70E+00
50,2.70E+00
60,2.70E+00
70,2.70E+00
40,2.70E+00
30,2.70E+00
30,2.70E+00
40,2.70E+00
60,2.70E+00
60,2.70E+00
60,2.70E+00
70,2.70E+00
60,2.67E+00
60,2.63E+00
60,2.60E+00
50,2.57E+00
50,2.53E+00
50,2.50E+00
60,2.50E+00
60,2.50E+00
60,2.50E+00
60,2.50E+00
50,2.50E+00
60,2.50E+00
40,2.48E+00
50,2.47E+00
50,2.45E+00
50,2.43E+00
70,2.42E+00
50,2.40E+00
40,2.40E+00
40,2.40E+00
30,2.40E+00
60,2.40E+00
50,2.40E+00
60,2.40E+00
140,2.42E+00
60,2.43E+00
60,2.45E+00
60,2.47E+00
100,2.48E+00
430,2.50E+00
90,2.53E+00
80,2.57E+00
100,2.60E+00
110,2.63E+00
100,2.67E+00
110,2.70E+00
100,2.70E+00
90,2.70E+00
70,2.70E+00
40,2.70E+00
60,2.70E+00
320,2.70E+00
400,2.75E+00
200,2.80E+00
100,2.85E+00
120,2.90E+00
120,2.95E+00
70,3.00E+00
100,3.05E+00
90,3.10E+00
100,3.15E+00
120,3.20E+00
270,3.25E+00
210,3.30E+00
240,3.32E+00
90,3.33E+00
100,3.35E+00
100,3.37E+00
80,3.38E+00
110,3.40E+00
100,3.38E+00
100,3.37E+00
100,3.35E+00
100,3.33E+00
100,3.32E+00
100,3.30E+00
100,3.28E+00
110,3.27E+00
110,3.25E+00
110,3.23E+00
110,3.22E+00
120,3.20E+00
110,3.12E+00
110,3.03E+00
100,2.95E+00
80,2.87E+00
110,2.78E+00
100,2.70E+00
110,2.73E+00
100,2.77E+00
90,2.80E+00
160,2.83E+00
120,2.87E+00
100,2.90E+00
90,2.92E+00
80,2.93E+00
170,2.95E+00
320,2.97E+00
400,2.98E+00
400,3.00E+00
340,2.95E+00
120,2.90E+00
120,2.85E+00
120,2.80E+00
120,2.75E+00
110,2.70E+00
120,2.62E+00
130,2.53E+00
130,2.45E+00
290,2.37E+00
120,2.28E+00
120,2.20E+00
110,2.20E+00
160,2.20E+00
150,2.20E+00
130,2.20E+00
130,2.20E+00
150,2.20E+00
110,2.23E+00
100,2.27E+00
100,2.30E+00
70,2.33E+00
70,2.37E+00
50,2.40E+00
50,2.43E+00
50,2.47E+00
30,2.50E+00
50,2.53E+00
60,2.57E+00
60,2.60E+00
60,2.58E+00
50,2.57E+00
60,2.55E+00
60,2.53E+00
60,2.52E+00
70,2.50E+00
50,2.48E+00
60,2.47E+00
60,2.45E+00
30,2.43E+00
40,2.42E+00
40,2.40E+00
50,2.42E+00
70,2.43E+00
60,2.45E+00
50,2.47E+00
70,2.48E+00
50,2.50E+00
50,2.48E+00
70,2.47E+00
50,2.45E+00
70,2.43E+00
60,2.42E+00
50,2.40E+00
40,2.38E+00
30,2.37E+00
40,2.35E+00
50,2.33E+00
60,2.32E+00
70,2.30E+00
60,2.33E+00
60,2.37E+00
50,2.40E+00
60,2.43E+00
50,2.47E+00
60,2.50E+00
50,2.47E+00
70,2.43E+00
40,2.40E+00
50,2.37E+00
30,2.33E+00
70,2.30E+00
50,2.13E+00
40,1.97E+00
50,1.80E+00
50,1.63E+00
80,1.47E+00
50,1.30E+00
40,1.33E+00
40,1.37E+00
50,1.40E+00
320,1.43E+00
310,1.47E+00
90,1.50E+00
50,1.70E+00
70,1.90E+00
70,2.10E+00
60,2.30E+00
60,2.50E+00
70,2.70E+00
270,2.88E+00
740,3.07E+00
590,3.25E+00
380,3.43E+00
280,3.62E+00
240,3.80E+00
250,4.00E+00
210,4.20E+00
80,4.40E+00
70,4.60E+00
50,4.80E+00
60,5.00E+00
50,5.00E+00
50,5.00E+00
50,5.00E+00
530,5.00E+00
370,5.00E+00
300,5.00E+00
290,5.08E+00
270,5.17E+00
240,5.25E+00
220,5.33E+00
150,5.42E+00
60,5.50E+00
310,5.52E+00
340,5.53E+00
100,5.55E+00
60,5.57E+00
60,5.58E+00
70,5.60E+00
60,5.57E+00
60,5.53E+00
50,5.50E+00
50,5.47E+00
40,5.43E+00
30,5.40E+00
30,5.33E+00
30,5.27E+00
50,5.20E+00
40,5.13E+00
50,5.07E+00
40,5.00E+00
40,4.77E+00
60,4.53E+00
80,4.30E+00
110,4.07E+00
110,3.83E+00
100,3.60E+00
140,3.40E+00
310,3.20E+00
290,3.00E+00
250,2.80E+00
310,2.60E+00
110,2.40E+00
110,2.18E+00
370,1.97E+00
140,1.75E+00
440,1.53E+00
150,1.32E+00
260,1.10E+00
290,1.00E+00
110,9.00E-01
100,8.00E-01
100,7.00E-01
90,6.00E-01
360,5.00E-01
270,4.00E-01
70,3.00E-01
90,2.00E-01
100,1.00E-01
100,0.00E+00
90,-1.00E-01
70,-1.83E-01
70,-2.67E-01
80,-3.50E-01
50,-4.33E-01
60,-5.17E-01
50,-6.00E-01
50,-6.00E-01
50,-6.00E-01
40,-6.00E-01
60,-6.00E-01
60,-6.00E-01
60,-6.00E-01
60,-6.00E-01
60,-6.00E-01
60,-6.00E-01
60,-6.00E-01
50,-6.00E-01
50,-6.00E-01
30,-7.67E-01
30,-9.33E-01
30,-1.10E+00
20,-1.27E+00
60,-1.43E+00
50,-1.60E+00
50,-1.57E+00
40,-1.53E+00
40,-1.50E+00
50,-1.47E+00
50,-1.43E+00
40,-1.40E+00
60,-1.60E+00
40,-1.80E+00
40,-2.00E+00
20,-2.20E+00
20,-2.40E+00
40,-2.60E+00
50,-2.65E+00
40,-2.70E+00
60,-2.75E+00
60,-2.80E+00
50,-2.85E+00
40,-2.90E+00
50,-2.88E+00
40,-2.87E+00
40,-2.85E+00
30,-2.83E+00
20,-2.82E+00
40,-2.80E+00
40,-2.87E+00
50,-2.93E+00
50,-3.00E+00
40,-3.07E+00
40,-3.13E+00
50,-3.20E+00
50,-3.25E+00
60,-3.30E+00
60,-3.35E+00
40,-3.40E+00
40,-3.45E+00
40,-3.50E+00
50,-3.17E+00
60,-2.83E+00
520,-2.50E+00
690,-2.17E+00
420,-1.83E+00
310,-1.50E+00
270,-1.27E+00
230,-1.03E+00
230,-8.00E-01
150,-5.67E-01
70,-3.33E-01
100,-1.00E-01
390,2.00E-01
270,5.00E-01
280,8.00E-01
260,1.10E+00
240,1.40E+00
260,1.70E+00
190,1.90E+00
120,2.10E+00
70,2.30E+00
50,2.50E+00
70,2.70E+00
40,2.90E+00
40,3.03E+00
40,3.17E+00
60,3.30E+00
80,3.43E+00
170,3.57E+00
70,3.70E+00
60,3.82E+00
70,3.93E+00
60,4.05E+00
70,4.17E+00
80,4.28E+00
70,4.40E+00
70,4.42E+00
70,4.43E+00
30,4.45E+00
30,4.47E+00
30,4.48E+00
110,4.50E+00
50,4.53E+00
60,4.57E+00
50,4.60E+00
50,4.63E+00
50,4.67E+00
40,4.70E+00
50,4.60E+00
50,4.50E+00
50,4.40E+00
60,4.30E+00
40,4.20E+00
50,4.10E+00
50,3.75E+00
50,3.40E+00
60,3.05E+00
40,2.70E+00
70,2.35E+00
70,2.00E+00
90,1.85E+00
90,1.70E+00
100,1.55E+00
180,1.40E+00
390,1.25E+00
370,1.10E+00
120,8.83E-01
100,6.67E-01
120,4.50E-01
120,2.33E-01
100,1.67E-02
90,-2.00E-01
90,-4.50E-01
80,-7.00E-01
120,-9.50E-01
110,-1.20E+00
140,-1.45E+00
120,-1.70E+00
110,-1.67E+00
100,-1.63E+00
110,-1.60E+00
80,-1.57E+00
90,-1.53E+00
90,-1.50E+00
70,-1.55E+00
70,-1.60E+00
50,-1.65E+00
40,-1.70E+00
50,-1.75E+00
50,-1.80E+00
60,-2.00E+00
60,-2.20E+00
60,-2.40E+00
60,-2.60E+00
60,-2.80E+00
60,-3.00E+00
60,-3.12E+00
40,-3.23E+00
50,-3.35E+00
40,-3.47E+00
50,-3.58E+00
70,-3.70E+00
60,-3.48E+00
60,-3.27E+00
60,-3.05E+00
50,-2.83E+00
70,-2.62E+00
60,-2.40E+00
60,-2.53E+00
70,-2.67E+00
60,-2.80E+00
40,-2.93E+00
40,-3.07E+00
30,-3.20E+00
60,-3.13E+00
60,-3.07E+00
70,-3.00E+00
70,-2.93E+00
50,-2.87E+00
70,-2.80E+00
50,-2.83E+00
60,-2.87E+00
60,-2.90E+00
60,-2.93E+00
70,-2.97E+00
40,-3.00E+00
40,-3.07E+00
40,-3.13E+00
50,-3.20E+00
60,-3.27E+00
60,-3.33E+00
60,-3.40E+00
60,-3.55E+00
70,-3.70E+00
50,-3.85E+00
70,-4.00E+00
50,-4.15E+00
70,-4.30E+00
60,-4.32E+00
50,-4.33E+00
60,-4.35E+00
70,-4.37E+00
60,-4.38E+00
60,-4.40E+00
60,-4.15E+00
60,-3.90E+00
60,-3.65E+00
50,-3.40E+00
50,-3.15E+00
60,-2.90E+00
80,-2.55E+00
80,-2.20E+00
30,-1.85E+00
80,-1.50E+00
20,-1.15E+00
100,-8.00E-01
50,-5.17E-01
100,-2.33E-01
80,5.00E-02
60,3.33E-01
80,6.17E-01
90,9.00E-01
70,1.08E+00
50,1.27E+00
60,1.45E+00
120,1.63E+00
40,1.82E+00
90,2.00E+00
50,2.10E+00
30,2.20E+00
60,2.30E+00
40,2.40E+00
50,2.50E+00
60,2.60E+00
50,2.73E+00
60,2.87E+00
80,3.00E+00
100,3.13E+00
100,3.27E+00
90,3.40E+00
100,3.48E+00
100,3.57E+00
50,3.65E+00
50,3.73E+00
40,3.82E+00
50,3.90E+00
60,3.75E+00
50,3.60E+00
60,3.45E+00
60,3.30E+00
60,3.15E+00
60,3.00E+00
50,2.93E+00
70,2.87E+00
90,2.80E+00
100,2.73E+00
100,2.67E+00
100,2.60E+00
80,2.43E+00
70,2.27E+00
70,2.10E+00
70,1.93E+00
80,1.77E+00
90,1.60E+00
90,1.40E+00
90,1.20E+00
90,1.00E+00
100,8.00E-01
90,6.00E-01
100,4.00E-01
180,4.33E-01
100,4.67E-01
80,5.00E-01
80,5.33E-01
60,5.67E-01
70,6.00E-01
60,6.00E-01
80,6.00E-01
70,6.00E-01
100,6.00E-01
90,6.00E-01
130,6.00E-01
100,5.50E-01
100,5.00E-01
90,4.50E-01
90,4.00E-01
60,3.50E-01
60,3.00E-01
60,6.67E-02
60,-1.67E-01
70,-4.00E-01
30,-6.33E-01
40,-8.67E-01
50,-1.10E+00
40,-9.50E-01
50,-8.00E-01
60,-6.50E-01
50,-5.00E-01
60,-3.50E-01
60,-2.00E-01
60,-2.50E-01
50,-3.00E-01
50,-3.50E-01
40,-4.00E-01
30,-4.50E-01
30,-5.00E-01
60,-4.33E-01
60,-3.67E-01
60,-3.00E-01
50,-2.33E-01
50,-1.67E-01
60,-1.00E-01
50,-2.17E-01
50,-3.33E-01
60,-4.50E-01
50,-5.67E-01
60,-6.83E-01
40,-8.00E-01
40,-9.33E-01
30,-1.07E+00
30,-1.20E+00
50,-1.33E+00
50,-1.47E+00
60,-1.60E+00
70,-1.45E+00
50,-1.30E+00
50,-1.15E+00
50,-1.00E+00
60,-8.50E-01
50,-7.00E-01
60,-7.33E-01
60,-7.67E-01
40,-8.00E-01
40,-8.33E-01
30,-8.67E-01
30,-9.00E-01
60,-7.83E-01
50,-6.67E-01
60,-5.50E-01
50,-4.33E-01
60,-3.17E-01
60,-2.00E-01
50,-1.33E-01
80,-6.67E-02
70,0.00E+00
50,6.67E-02
30,1.33E-01
40,2.00E-01
40,2.50E-01
50,3.00E-01
60,3.50E-01
50,4.00E-01
170,4.50E-01
270,5.00E-01
70,6.00E-01
90,7.00E-01
90,8.00E-01
260,9.00E-01
150,1.00E+00
80,1.10E+00
60,1.25E+00
60,1.40E+00
70,1.55E+00
50,1.70E+00
130,1.85E+00
540,2.00E+00
510,2.12E+00
200,2.23E+00
200,2.35E+00
180,2.47E+00
190,2.58E+00
100,2.70E+00
240,2.82E+00
140,2.93E+00
100,3.05E+00
90,3.17E+00
70,3.28E+00
70,3.40E+00
60,3.40E+00
60,3.40E+00
70,3.40E+00
50,3.40E+00
50,3.40E+00
50,3.40E+00
40,3.45E+00
50,3.50E+00
40,3.55E+00
20,3.60E+00
40,3.65E+00
20,3.70E+00
40,3.60E+00
50,3.50E+00
40,3.40E+00
50,3.30E+00
50,3.20E+00
40,3.10E+00
50,3.10E+00
50,3.10E+00
80,3.10E+00
90,3.10E+00
80,3.10E+00
100,3.10E+00
100,2.98E+00
80,2.87E+00
80,2.75E+00
70,2.63E+00
70,2.52E+00
80,2.40E+00
90,2.37E+00
80,2.33E+00
160,2.30E+00
440,2.27E+00
230,2.23E+00
260,2.20E+00
180,2.12E+00
100,2.03E+00
90,1.95E+00
90,1.87E+00
90,1.78E+00
80,1.70E+00
70,1.63E+00
70,1.57E+00
70,1.50E+00
100,1.43E+00
90,1.37E+00
80,1.30E+00
80,1.27E+00
90,1.23E+00
80,1.20E+00
90,1.17E+00
90,1.13E+00
80,1.10E+00
80,1.07E+00
80,1.03E+00
60,1.00E+00
40,9.67E-01
30,9.33E-01
30,9.00E-01
60,8.00E-01
50,7.00E-01
40,6.00E-01
50,5.00E-01
50,4.00E-01
40,3.00E-01
50,2.67E-01
50,2.33E-01
60,2.00E-01
50,1.67E-01
20,1.33E-01
30,1.00E-01
20,1.33E-01
40,1.67E-01
50,2.00E-01
50,2.33E-01
50,2.67E-01
50,3.00E-01
50,3.33E-01
40,3.67E-01
50,4.00E-01
40,4.33E-01
40,4.67E-01
50,5.00E-01
40,5.17E-01
30,5.33E-01
30,5.50E-01
30,5.67E-01
50,5.83E-01
40,6.00E-01
50,6.67E-01
50,7.33E-01
50,8.00E-01
60,8.67E-01
40,9.33E-01
50,1.00E+00
40,8.50E-01
50,7.00E-01
40,5.50E-01
20,4.00E-01
40,2.50E-01
30,1.00E-01
40,-1.00E-01
40,-3.00E-01
50,-5.00E-01
40,-7.00E-01
50,-9.00E-01
50,-1.10E+00
50,-1.12E+00
60,-1.13E+00
100,-1.15E+00
40,-1.17E+00
40,-1.18E+00
30,-1.20E+00
40,-9.83E-01
30,-7.67E-01
50,-5.50E-01
60,-3.33E-01
200,-1.17E-01
340,1.00E-01
150,4.50E-01
120,8.00E-01
70,1.15E+00
70,1.50E+00
90,1.85E+00
70,2.20E+00
80,2.42E+00
170,2.63E+00
700,2.85E+00
580,3.07E+00
320,3.28E+00
280,3.50E+00
260,3.73E+00
350,3.97E+00
390,4.20E+00
270,4.43E+00
320,4.67E+00
480,4.90E+00
610,5.12E+00
610,5.33E+00
390,5.55E+00
340,5.77E+00
240,5.98E+00
260,6.20E+00
210,6.35E+00
140,6.50E+00
70,6.65E+00
50,6.80E+00
50,6.95E+00
110,7.10E+00
350,7.05E+00
210,7.00E+00
50,6.95E+00
60,6.90E+00
60,6.85E+00
50,6.80E+00
330,6.92E+00
380,7.03E+00
280,7.15E+00
240,7.27E+00
220,7.38E+00
190,7.50E+00
200,7.33E+00
120,7.17E+00
50,7.00E+00
50,6.83E+00
60,6.67E+00
40,6.50E+00
50,6.33E+00
90,6.17E+00
410,6.00E+00
320,5.83E+00
310,5.67E+00
280,5.50E+00
250,5.27E+00
180,5.03E+00
110,4.80E+00
90,4.57E+00
90,4.33E+00
40,4.10E+00
30,4.08E+00
50,4.07E+00
50,4.05E+00
50,4.03E+00
50,4.02E+00
40,4.00E+00
40,4.10E+00
50,4.20E+00
40,4.30E+00
50,4.40E+00
50,4.50E+00
50,4.60E+00
40,4.58E+00
40,4.57E+00
30,4.55E+00
20,4.53E+00
30,4.52E+00
50,4.50E+00
50,4.65E+00
50,4.80E+00
40,4.95E+00
40,5.10E+00
50,5.25E+00
50,5.40E+00
30,5.52E+00
50,5.63E+00
50,5.75E+00
50,5.87E+00
40,5.98E+00
30,6.10E+00
20,6.13E+00
30,6.17E+00
50,6.20E+00
50,6.23E+00
50,6.27E+00
60,6.30E+00
50,6.17E+00
40,6.03E+00
40,5.90E+00
50,5.77E+00
40,5.63E+00
50,5.50E+00
50,5.43E+00
60,5.37E+00
40,5.30E+00
30,5.23E+00
20,5.17E+00
30,5.10E+00
20,5.17E+00
50,5.23E+00
50,5.30E+00
50,5.37E+00
60,5.43E+00
40,5.50E+00
50,5.55E+00
50,5.60E+00
40,5.65E+00
50,5.70E+00
50,5.75E+00
50,5.80E+00
50,5.93E+00
40,6.07E+00
30,6.20E+00
20,6.33E+00
30,6.47E+00
40,6.60E+00
50,6.65E+00
50,6.70E+00
50,6.75E+00
50,6.80E+00
50,6.85E+00
40,6.90E+00
50,6.96E+00
40,7.02E+00
50,7.08E+00
50,7.13E+00
50,7.19E+00
40,7.25E+00
30,7.31E+00
30,7.37E+00
10,7.42E+00
40,7.48E+00
80,7.54E+00
50,7.60E+00
60,7.72E+00
40,7.83E+00
50,7.95E+00
40,8.07E+00
50,8.18E+00
40,8.30E+00
270,8.43E+00
150,8.57E+00
360,8.70E+00
540,8.83E+00
280,8.97E+00
150,9.10E+00
110,9.12E+00
280,9.13E+00
420,9.15E+00
180,9.17E+00
100,9.18E+00
80,9.20E+00
90,9.20E+00
70,9.20E+00
90,9.20E+00
70,9.20E+00
320,9.20E+00
590,9.20E+00
320,9.35E+00
310,9.50E+00
310,9.65E+00
300,9.80E+00
270,9.95E+00
250,1.01E+01
220,1.01E+01
110,1.01E+01
90,1.01E+01
80,1.00E+01
80,1.00E+01
80,1.00E+01
70,9.93E+00
70,9.87E+00
50,9.80E+00
60,9.73E+00
60,9.67E+00
80,9.60E+00
80,9.60E+00
90,9.60E+00
90,9.60E+00
90,9.60E+00
80,9.60E+00
90,9.60E+00
90,9.60E+00
100,9.60E+00
100,9.60E+00
90,9.60E+00
100,9.60E+00
80,9.60E+00
140,9.60E+00
440,9.60E+00
340,9.60E+00
170,9.60E+00
100,9.60E+00
120,9.60E+00
200,9.73E+00
300,9.87E+00
100,1.00E+01
80,1.01E+01
70,1.03E+01
70,1.04E+01
80,1.05E+01
140,1.05E+01
110,1.06E+01
90,1.07E+01
100,1.07E+01
90,1.08E+01
90,1.08E+01
100,1.08E+01
90,1.08E+01
110,1.08E+01
90,1.08E+01
60,1.08E+01
60,1.09E+01
60,1.09E+01
60,1.09E+01
50,1.10E+01
50,1.11E+01
70,1.11E+01
50,1.11E+01
40,1.10E+01
30,1.10E+01
30,1.10E+01
40,1.09E+01
50,1.09E+01
50,1.08E+01
50,1.07E+01
50,1.07E+01
70,1.06E+01
40,1.05E+01
50,1.04E+01
50,1.04E+01
40,1.04E+01
40,1.04E+01
50,1.04E+01
60,1.04E+01
50,1.04E+01
40,1.04E+01
50,1.03E+01
40,1.03E+01
20,1.02E+01
20,1.02E+01
40,1.01E+01
50,1.01E+01
60,1.01E+01
50,1.01E+01
40,1.01E+01
40,1.01E+01
50,1.01E+01
50,1.01E+01
50,1.01E+01
50,1.01E+01
50,1.01E+01
50,1.01E+01
40,1.01E+01
50,1.01E+01
40,1.01E+01
40,1.01E+01
50,1.01E+01
60,1.01E+01
30,1.01E+01
30,1.02E+01
20,1.02E+01
40,1.03E+01
50,1.04E+01
40,1.04E+01
50,1.05E+01
40,1.05E+01
50,1.06E+01
60,1.06E+01
50,1.06E+01
40,1.07E+01
40,1.07E+01
50,1.07E+01
40,1.07E+01
50,1.07E+01
40,1.06E+01
50,1.06E+01
90,1.06E+01
50,1.06E+01
30,1.06E+01
10,1.06E+01
40,1.06E+01
60,1.06E+01
170,1.06E+01
150,1.07E+01
70,1.08E+01
60,1.09E+01
60,1.09E+01
60,1.10E+01
60,1.11E+01
60,1.11E+01
80,1.10E+01
80,1.10E+01
80,1.10E+01
90,1.09E+01
80,1.09E+01
80,1.10E+01
80,1.10E+01
80,1.11E+01
80,1.12E+01
100,1.12E+01
100,1.13E+01
70,1.14E+01
70,1.14E+01
100,1.14E+01
70,1.15E+01
80,1.16E+01
100,1.16E+01
110,1.16E+01
120,1.15E+01
110,1.14E+01
110,1.14E+01
100,1.14E+01
90,1.13E+01
110,1.14E+01
100,1.16E+01
110,1.17E+01
110,1.18E+01
100,1.20E+01
110,1.21E+01
110,1.21E+01
100,1.21E+01
80,1.21E+01
60,1.21E+01
50,1.21E+01
190,1.21E+01
180,1.21E+01
110,1.20E+01
110,1.19E+01
100,1.19E+01
100,1.19E+01
100,1.18E+01
100,1.17E+01
200,1.16E+01
500,1.16E+01
340,1.15E+01
120,1.14E+01
160,1.13E+01
320,1.12E+01
240,1.12E+01
340,1.11E+01
140,1.10E+01
400,1.10E+01
230,1.09E+01
140,1.09E+01
100,1.08E+01
70,1.08E+01
80,1.07E+01
310,1.07E+01
410,1.06E+01
80,1.06E+01
90,1.05E+01
100,1.04E+01
90,1.04E+01
90,1.04E+01
70,1.03E+01
60,1.04E+01
60,1.05E+01
60,1.06E+01
60,1.06E+01
60,1.07E+01
60,1.08E+01
60,1.07E+01
50,1.07E+01
60,1.06E+01
60,1.05E+01
40,1.05E+01
40,1.04E+01
40,1.03E+01
50,1.02E+01
70,1.01E+01
60,1.00E+01
70,9.90E+00
60,9.80E+00
60,9.80E+00
50,9.80E+00
60,9.80E+00
60,9.80E+00
60,9.80E+00
60,9.80E+00
50,9.85E+00
50,9.90E+00
60,9.95E+00
50,1.00E+01
60,1.01E+01
60,1.01E+01
60,1.01E+01
60,1.01E+01
50,1.01E+01
60,1.00E+01
40,1.00E+01
50,1.00E+01
20,1.00E+01
40,1.00E+01
50,1.01E+01
50,1.01E+01
70,1.01E+01
50,1.01E+01
50,1.01E+01
50,1.00E+01
50,1.00E+01
50,9.97E+00
60,9.93E+00
70,9.90E+00
50,9.92E+00
60,9.93E+00
50,9.95E+00
50,9.97E+00
50,9.98E+00
60,1.00E+01
50,9.87E+00
50,9.73E+00
60,9.60E+00
70,9.47E+00
50,9.33E+00
50,9.20E+00
30,9.13E+00
50,9.07E+00
140,9.00E+00
130,8.93E+00
50,8.87E+00
50,8.80E+00
80,8.83E+00
330,8.87E+00
230,8.90E+00
70,8.93E+00
40,8.97E+00
40,9.00E+00
70,9.08E+00
60,9.17E+00
80,9.25E+00
50,9.33E+00
40,9.42E+00
50,9.50E+00
360,9.60E+00
390,9.70E+00
300,9.80E+00
260,9.90E+00
270,1.00E+01
230,1.01E+01
340,1.02E+01
230,1.03E+01
100,1.04E+01
90,1.04E+01
90,1.05E+01
110,1.06E+01
100,1.06E+01
130,1.05E+01
120,1.05E+01
60,1.05E+01
40,1.04E+01
40,1.04E+01
30,1.03E+01
50,1.03E+01
50,1.02E+01
60,1.01E+01
50,1.01E+01
50,1.00E+01
50,9.58E+00
50,9.17E+00
60,8.75E+00
70,8.33E+00
70,7.92E+00
60,7.50E+00
50,7.27E+00
50,7.03E+00
40,6.80E+00
40,6.57E+00
40,6.33E+00
30,6.10E+00
30,6.02E+00
40,5.93E+00
80,5.85E+00
150,5.77E+00
390,5.68E+00
240,5.60E+00
240,5.58E+00
230,5.57E+00
240,5.55E+00
240,5.53E+00
190,5.52E+00
100,5.50E+00
120,5.50E+00
120,5.50E+00
110,5.50E+00
120,5.50E+00
160,5.50E+00
120,5.50E+00
140,5.47E+00
110,5.43E+00
110,5.40E+00
120,5.37E+00
310,5.33E+00
110,5.30E+00
110,5.27E+00
110,5.23E+00
100,5.20E+00
70,5.17E+00
90,5.13E+00
70,5.10E+00
60,5.10E+00
70,5.10E+00
50,5.10E+00
60,5.10E+00
60,5.10E+00
80,5.10E+00
90,4.98E+00
70,4.87E+00
50,4.75E+00
40,4.63E+00
50,4.52E+00
60,4.40E+00
60,4.33E+00
80,4.27E+00
70,4.20E+00
70,4.13E+00
70,4.07E+00
70,4.00E+00
60,3.98E+00
60,3.97E+00
60,3.95E+00
60,3.93E+00
60,3.92E+00
60,3.90E+00
50,3.88E+00
50,3.87E+00
60,3.85E+00
40,3.83E+00
30,3.82E+00
50,3.80E+00
40,3.78E+00
70,3.77E+00
60,3.75E+00
60,3.73E+00
50,3.72E+00
60,3.70E+00
50,3.70E+00
60,3.70E+00
50,3.70E+00
60,3.70E+00
70,3.70E+00
60,3.70E+00
60,3.70E+00
50,3.70E+00
50,3.70E+00
60,3.70E+00
50,3.70E+00
60,3.70E+00
40,3.73E+00
40,3.77E+00
40,3.80E+00
50,3.83E+00
50,3.87E+00
60,3.90E+00
40,3.88E+00
80,3.87E+00
50,3.85E+00
50,3.83E+00
50,3.82E+00
40,3.80E+00
90,3.87E+00
50,3.93E+00
60,4.00E+00
60,4.07E+00
70,4.13E+00
50,4.20E+00
30,4.38E+00
280,4.57E+00
70,4.75E+00
390,4.93E+00
80,5.12E+00
250,5.30E+00
220,5.40E+00
70,5.50E+00
80,5.60E+00
70,5.70E+00
70,5.80E+00
400,5.90E+00
180,6.02E+00
60,6.13E+00
60,6.25E+00
60,6.37E+00
40,6.48E+00
50,6.60E+00
40,6.65E+00
190,6.70E+00
50,6.75E+00
60,6.80E+00
170,6.85E+00
180,6.90E+00
190,6.72E+00
160,6.53E+00
180,6.35E+00
40,6.17E+00
40,5.98E+00
70,5.80E+00
60,6.07E+00
60,6.33E+00
60,6.60E+00
40,6.87E+00
50,7.13E+00
40,7.40E+00
60,7.17E+00
60,6.93E+00
90,6.70E+00
340,6.47E+00
220,6.23E+00
70,6.00E+00
60,5.83E+00
50,5.67E+00
50,5.50E+00
50,5.33E+00
50,5.17E+00
60,5.00E+00
50,5.02E+00
50,5.03E+00
40,5.05E+00
40,5.07E+00
80,5.08E+00
280,5.10E+00
390,4.92E+00
290,4.73E+00
300,4.55E+00
210,4.37E+00
90,4.18E+00
110,4.00E+00
110,3.87E+00
120,3.73E+00
130,3.60E+00
120,3.47E+00
80,3.33E+00
90,3.20E+00
90,3.15E+00
240,3.10E+00
90,3.05E+00
80,3.00E+00
90,2.95E+00
90,2.90E+00
110,2.75E+00
90,2.60E+00
80,2.45E+00
90,2.30E+00
90,2.15E+00
80,2.00E+00
50,1.72E+00
50,1.43E+00
