Appliances,Temperature_outside_celsius,Pressure_outside_mm_hg,Humidity_outside_percent,Windspeed_meters_per_second
50,1.24E+01,762.6,58,5.5
60,1.25E+01,762.5,57.33333333,5.333333333
40,1.26E+01,762.4,56.66666667,5.166666667
50,1.27E+01,762.3,56,5
30,1.28E+01,762.2666667,55.83333333,5
30,1.28E+01,762.2333333,55.66666667,5
20,1.29E+01,762.2,55.5,5
40,1.30E+01,762.1666667,55.33333333,5
60,1.30E+01,762.1333333,55.16666667,5
50,1.31E+01,762.1,55,5
50,1.30E+01,762.0666667,56,5
50,1.29E+01,762.0333333,57,5
40,1.28E+01,762,58,5
50,1.27E+01,761.9666667,59,5
50,1.26E+01,761.9333333,60,5
40,1.25E+01,761.9,61,5
60,1.22E+01,761.9666667,62.33333333,5.166666667
50,1.19E+01,762.0333333,63.66666667,5.333333333
50,1.16E+01,762.1,65,5.5
50,1.12E+01,762.1666667,66.33333333,5.666666667
50,1.09E+01,762.2333333,67.66666667,5.833333333
30,1.06E+01,762.3,69,6
30,1.05E+01,762.3,69.66666667,5.833333333
30,1.04E+01,762.3,70.33333333,5.666666667
40,1.04E+01,762.3,71,5.5
60,1.03E+01,762.3,71.66666667,5.333333333
50,1.02E+01,762.3,72.33333333,5.166666667
50,1.01E+01,762.3,73,5
40,1.01E+01,762.35,73.33333333,4.833333333
50,1.00E+01,762.4,73.66666667,4.666666667
40,9.95E+00,762.45,74,4.5
50,9.90E+00,762.5,74.33333333,4.333333333
50,9.85E+00,762.55,74.66666667,4.166666667
50,9.80E+00,762.6,75,4
60,9.75E+00,762.6333333,75.5,4
50,9.70E+00,762.6666667,76,4
40,9.65E+00,762.7,76.5,4
360,9.60E+00,762.7333333,77,4
380,9.55E+00,762.7666667,77.5,4
390,9.50E+00,762.8,78,4
390,9.55E+00,762.9333333,78.16666667,4.166666667
320,9.60E+00,763.0666667,78.33333333,4.333333333
80,9.65E+00,763.2,78.5,4.5
70,9.70E+00,763.3333333,78.66666667,4.666666667
80,9.75E+00,763.4666667,78.83333333,4.833333333
80,9.80E+00,763.6,79,5
70,9.80E+00,763.6166667,79.5,4.833333333
80,9.80E+00,763.6333333,80,4.666666667
80,9.80E+00,763.65,80.5,4.5
80,9.80E+00,763.6666667,81,4.333333333
80,9.80E+00,763.6833333,81.5,4.166666667
60,9.80E+00,763.7,82,4
50,9.88E+00,763.8333333,82,4.166666667
40,9.97E+00,763.9666667,82,4.333333333
70,1.01E+01,764.1,82,4.5
80,1.01E+01,764.2333333,82,4.666666667
80,1.02E+01,764.3666667,82,4.833333333
90,1.03E+01,764.5,82,5
80,1.03E+01,764.4333333,82.33333333,4.833333333
130,1.03E+01,764.3666667,82.66666667,4.666666667
370,1.03E+01,764.3,83,4.5
370,1.03E+01,764.2333333,83.33333333,4.333333333
160,1.03E+01,764.1666667,83.66666667,4.166666667
250,1.03E+01,764.1,84,4
380,1.01E+01,764.1333333,85,4
380,9.90E+00,764.1666667,86,4
100,9.70E+00,764.2,87,4
40,9.50E+00,764.2333333,88,4
30,9.30E+00,764.2666667,89,4
30,9.10E+00,764.3,90,4
30,9.22E+00,764.3833333,89.66666667,3.833333333
50,9.33E+00,764.4666667,89.33333333,3.666666667
50,9.45E+00,764.55,89,3.5
50,9.57E+00,764.6333333,88.66666667,3.333333333
50,9.68E+00,764.7166667,88.33333333,3.166666667
50,9.80E+00,764.8,88,3
40,9.72E+00,764.75,88.33333333,3.166666667
50,9.63E+00,764.7,88.66666667,3.333333333
40,9.55E+00,764.65,89,3.5
40,9.47E+00,764.6,89.33333333,3.666666667
50,9.38E+00,764.55,89.66666667,3.833333333
50,9.30E+00,764.5,90,4
50,9.05E+00,764.4333333,90.5,3.833333333
40,8.80E+00,764.3666667,91,3.666666667
20,8.55E+00,764.3,91.5,3.5
20,8.30E+00,764.2333333,92,3.333333333
30,8.05E+00,764.1666667,92.5,3.166666667
50,7.80E+00,764.1,93,3
50,7.92E+00,764.05,93.16666667,2.833333333
50,8.03E+00,764,93.33333333,2.666666667
50,8.15E+00,763.95,93.5,2.5
50,8.27E+00,763.9,93.66666667,2.333333333
40,8.38E+00,763.85,93.83333333,2.166666667
40,8.50E+00,763.8,94,2
40,8.52E+00,763.7833333,94,2.166666667
50,8.53E+00,763.7666667,94,2.333333333
50,8.55E+00,763.75,94,2.5
50,8.57E+00,763.7333333,94,2.666666667
50,8.58E+00,763.7166667,94,2.833333333
20,8.60E+00,763.7,94,3
20,8.60E+00,763.65,94,3
20,8.60E+00,763.6,94,3
40,8.60E+00,763.55,94,3
50,8.60E+00,763.5,94,3
50,8.60E+00,763.45,94,3
50,8.60E+00,763.4,94,3
50,8.63E+00,763.3666667,94,3
40,8.67E+00,763.3333333,94,3
40,8.70E+00,763.3,94,3
70,8.73E+00,763.2666667,94,3
380,8.77E+00,763.2333333,94,3
190,8.80E+00,763.2,94,3
60,8.85E+00,763.15,94,3.166666667
60,8.90E+00,763.1,94,3.333333333
40,8.95E+00,763.05,94,3.5
20,9.00E+00,763,94,3.666666667
20,9.05E+00,762.95,94,3.833333333
40,9.10E+00,762.9,94,4
40,9.13E+00,762.85,94,4.166666667
40,9.17E+00,762.8,94,4.333333333
50,9.20E+00,762.75,94,4.5
50,9.23E+00,762.7,94,4.666666667
40,9.27E+00,762.65,94,4.833333333
50,9.30E+00,762.6,94,5
40,9.42E+00,762.55,93.5,5.166666667
30,9.53E+00,762.5,93,5.333333333
50,9.65E+00,762.45,92.5,5.5
40,9.77E+00,762.4,92,5.666666667
40,9.88E+00,762.35,91.5,5.833333333
50,1.00E+01,762.3,91,6
30,1.00E+01,762.2666667,90.66666667,6.166666667
20,1.00E+01,762.2333333,90.33333333,6.333333333
20,1.01E+01,762.2,90,6.5
40,1.01E+01,762.1666667,89.66666667,6.666666667
40,1.01E+01,762.1333333,89.33333333,6.833333333
40,1.01E+01,762.1,89,7
50,1.02E+01,762.0333333,87.83333333,7.166666667
40,1.02E+01,761.9666667,86.66666667,7.333333333
50,1.03E+01,761.9,85.5,7.5
50,1.04E+01,761.8333333,84.33333333,7.666666667
40,1.04E+01,761.7666667,83.16666667,7.833333333
40,1.05E+01,761.7,82,8
40,1.06E+01,761.6,81,8
40,1.07E+01,761.5,80,8
50,1.08E+01,761.4,79,8
50,1.09E+01,761.3,78,8
30,1.10E+01,761.2,77,8
20,1.11E+01,761.1,76,8
20,1.11E+01,761.05,75.66666667,8.333333333
30,1.10E+01,761,75.33333333,8.666666667
40,1.09E+01,760.95,75,9
50,1.09E+01,760.9,74.66666667,9.333333333
40,1.09E+01,760.85,74.33333333,9.666666667
50,1.08E+01,760.8,74,10
50,1.07E+01,760.7666667,74.5,9.666666667
40,1.06E+01,760.7333333,75,9.333333333
50,1.04E+01,760.7,75.5,9
40,1.03E+01,760.6666667,76,8.666666667
30,1.02E+01,760.6333333,76.5,8.333333333
50,1.01E+01,760.6,77,8
40,1.01E+01,760.5333333,76.83333333,8
50,1.00E+01,760.4666667,76.66666667,8
40,9.95E+00,760.4,76.5,8
50,9.90E+00,760.3333333,76.33333333,8
40,9.85E+00,760.2666667,76.16666667,8
20,9.80E+00,760.2,76,8
20,9.80E+00,760.15,75.66666667,8.166666667
20,9.80E+00,760.1,75.33333333,8.333333333
40,9.80E+00,760.05,75,8.5
50,9.80E+00,760,74.66666667,8.666666667
50,9.80E+00,759.95,74.33333333,8.833333333
50,9.80E+00,759.9,74,9
40,9.82E+00,759.9166667,74,9
40,9.83E+00,759.9333333,74,9
40,9.85E+00,759.95,74,9
40,9.87E+00,759.9666667,74,9
40,9.88E+00,759.9833333,74,9
50,9.90E+00,760,74,9
40,9.85E+00,760,74.66666667,9
40,9.80E+00,760,75.33333333,9
20,9.75E+00,760,76,9
20,9.70E+00,760,76.66666667,9
30,9.65E+00,760,77.33333333,9
20,9.60E+00,760,78,9
50,9.55E+00,760,79.33333333,8.833333333
50,9.50E+00,760,80.66666667,8.666666667
60,9.45E+00,760,82,8.5
540,9.40E+00,760,83.33333333,8.333333333
610,9.35E+00,760,84.66666667,8.166666667
90,9.30E+00,760,86,8
50,9.33E+00,759.95,86,8.166666667
60,9.37E+00,759.9,86,8.333333333
60,9.40E+00,759.85,86,8.5
70,9.43E+00,759.8,86,8.666666667
70,9.47E+00,759.75,86,8.833333333
60,9.50E+00,759.7,86,9
70,9.53E+00,759.65,85.5,9
40,9.57E+00,759.6,85,9
40,9.60E+00,759.55,84.5,9
40,9.63E+00,759.5,84,9
310,9.67E+00,759.45,83.5,9
390,9.70E+00,759.4,83,9
380,9.73E+00,759.4166667,82.5,9.166666667
370,9.77E+00,759.4333333,82,9.333333333
370,9.80E+00,759.45,81.5,9.5
90,9.83E+00,759.4666667,81,9.666666667
60,9.87E+00,759.4833333,80.5,9.833333333
50,9.90E+00,759.5,80,10
50,9.88E+00,759.4333333,80.16666667,10
50,9.87E+00,759.3666667,80.33333333,10
40,9.85E+00,759.3,80.5,10
50,9.83E+00,759.2333333,80.66666667,10
30,9.82E+00,759.1666667,80.83333333,10
20,9.80E+00,759.1,81,10
20,9.83E+00,759,81,10
30,9.87E+00,758.9,81,10
40,9.90E+00,758.8,81,10
50,9.93E+00,758.7,81,10
50,9.97E+00,758.6,81,10
40,1.00E+01,758.5,81,10
40,1.00E+01,758.5,80.83333333,10
40,1.00E+01,758.5,80.66666667,10
40,1.01E+01,758.5,80.5,10
40,1.01E+01,758.5,80.33333333,10
40,1.01E+01,758.5,80.16666667,10
20,1.01E+01,758.5,80,10
30,1.01E+01,758.45,80.16666667,10
20,1.01E+01,758.4,80.33333333,10
40,1.01E+01,758.35,80.5,10
40,1.01E+01,758.3,80.66666667,10
40,1.01E+01,758.25,80.83333333,10
40,1.01E+01,758.2,81,10
50,1.01E+01,758.1166667,81.16666667,9.833333333
50,1.01E+01,758.0333333,81.33333333,9.666666667
40,1.01E+01,757.95,81.5,9.5
40,1.01E+01,757.8666667,81.66666667,9.333333333
30,1.01E+01,757.7833333,81.83333333,9.166666667
20,1.01E+01,757.7,82,9
20,1.01E+01,757.65,81.83333333,9.166666667
20,1.02E+01,757.6,81.66666667,9.333333333
50,1.02E+01,757.55,81.5,9.5
50,1.02E+01,757.5,81.33333333,9.666666667
40,1.03E+01,757.45,81.16666667,9.833333333
40,1.03E+01,757.4,81,10
50,1.03E+01,757.3833333,80.83333333,10
40,1.03E+01,757.3666667,80.66666667,10
40,1.03E+01,757.35,80.5,10
40,1.03E+01,757.3333333,80.33333333,10
20,1.03E+01,757.3166667,80.16666667,10
60,1.03E+01,757.3,80,10
20,1.02E+01,757.3166667,81.5,9.833333333
40,1.01E+01,757.3333333,83,9.666666667
110,9.95E+00,757.35,84.5,9.5
310,9.83E+00,757.3666667,86,9.333333333
50,9.72E+00,757.3833333,87.5,9.166666667
60,9.60E+00,757.4,89,9
60,9.63E+00,757.3833333,88.66666667,9.166666667
60,9.67E+00,757.3666667,88.33333333,9.333333333
60,9.70E+00,757.35,88,9.5
60,9.73E+00,757.3333333,87.66666667,9.666666667
60,9.77E+00,757.3166667,87.33333333,9.833333333
50,9.80E+00,757.3,87,10
60,9.78E+00,757.3166667,87.66666667,10
40,9.77E+00,757.3333333,88.33333333,10
50,9.75E+00,757.35,89,10
390,9.73E+00,757.3666667,89.66666667,10
340,9.72E+00,757.3833333,90.33333333,10
40,9.70E+00,757.4,91,10
20,9.80E+00,757.45,90.33333333,10
20,9.90E+00,757.5,89.66666667,10
20,1.00E+01,757.55,89,10
30,1.01E+01,757.6,88.33333333,10
40,1.02E+01,757.65,87.66666667,10
50,1.03E+01,757.7,87,10
50,1.04E+01,757.5833333,86.66666667,10
40,1.05E+01,757.4666667,86.33333333,10
40,1.06E+01,757.35,86,10
40,1.06E+01,757.2333333,85.66666667,10
40,1.07E+01,757.1166667,85.33333333,10
40,1.08E+01,757,85,10
40,1.09E+01,756.9333333,84.5,10.16666667
30,1.09E+01,756.8666667,84,10.33333333
30,1.10E+01,756.8,83.5,10.5
30,1.11E+01,756.7333333,83,10.66666667
20,1.11E+01,756.6666667,82.5,10.83333333
40,1.12E+01,756.6,82,11
40,1.12E+01,756.5166667,82,10.66666667
40,1.12E+01,756.4333333,82,10.33333333
40,1.12E+01,756.35,82,10
50,1.11E+01,756.2666667,82,9.666666667
40,1.11E+01,756.1833333,82,9.333333333
60,1.11E+01,756.1,82,9
40,1.11E+01,756,81.83333333,9.166666667
30,1.12E+01,755.9,81.66666667,9.333333333
40,1.12E+01,755.8,81.5,9.5
40,1.12E+01,755.7,81.33333333,9.666666667
40,1.13E+01,755.6,81.16666667,9.833333333
30,1.13E+01,755.5,81,10
20,1.13E+01,755.4666667,81,9.833333333
30,1.12E+01,755.4333333,81,9.666666667
20,1.12E+01,755.4,81,9.5
50,1.12E+01,755.3666667,81,9.333333333
40,1.11E+01,755.3333333,81,9.166666667
30,1.11E+01,755.3,81,9
50,1.11E+01,755.2666667,81.16666667,9
40,1.10E+01,755.2333333,81.33333333,9
40,1.09E+01,755.2,81.5,9
50,1.09E+01,755.1666667,81.66666667,9
40,1.09E+01,755.1333333,81.83333333,9
40,1.08E+01,755.1,82,9
40,1.07E+01,755.0666667,83,9
40,1.06E+01,755.0333333,84,9
30,1.05E+01,755,85,9
30,1.04E+01,754.9666667,86,9
20,1.03E+01,754.9333333,87,9
30,1.02E+01,754.9,88,9
40,1.02E+01,754.9166667,88.5,9
40,1.01E+01,754.9333333,89,9
50,1.01E+01,754.95,89.5,9
40,1.01E+01,754.9666667,90,9
40,1.00E+01,754.9833333,90.5,9
40,1.00E+01,755,91,9
40,9.93E+00,755,91.33333333,8.833333333
50,9.87E+00,755,91.66666667,8.666666667
40,9.80E+00,755,92,8.5
30,9.73E+00,755,92.33333333,8.333333333
40,9.67E+00,755,92.66666667,8.166666667
30,9.60E+00,755,93,8
20,9.60E+00,755,93.16666667,8.166666667
20,9.60E+00,755,93.33333333,8.333333333
30,9.60E+00,755,93.5,8.5
40,9.60E+00,755,93.66666667,8.666666667
40,9.60E+00,755,93.83333333,8.833333333
50,9.60E+00,755,94,9
30,9.63E+00,755.0333333,94,8.833333333
40,9.67E+00,755.0666667,94,8.666666667
40,9.70E+00,755.1,94,8.5
50,9.73E+00,755.1333333,94,8.333333333
40,9.77E+00,755.1666667,94,8.166666667
50,9.80E+00,755.2,94,8
40,9.80E+00,755.25,94.16666667,7.833333333
40,9.80E+00,755.3,94.33333333,7.666666667
40,9.80E+00,755.35,94.5,7.5
30,9.80E+00,755.4,94.66666667,7.333333333
30,9.80E+00,755.45,94.83333333,7.166666667
20,9.80E+00,755.5,95,7
30,9.80E+00,755.55,95.16666667,6.833333333
20,9.80E+00,755.6,95.33333333,6.666666667
50,9.80E+00,755.65,95.5,6.5
40,9.80E+00,755.7,95.66666667,6.333333333
40,9.80E+00,755.75,95.83333333,6.166666667
40,9.80E+00,755.8,96,6
40,9.83E+00,755.9333333,95.83333333,5.666666667
40,9.87E+00,756.0666667,95.66666667,5.333333333
50,9.90E+00,756.2,95.5,5
50,9.93E+00,756.3333333,95.33333333,4.666666667
40,9.97E+00,756.4666667,95.16666667,4.333333333
40,1.00E+01,756.6,95,4
40,9.97E+00,756.7166667,94.16666667,4.166666667
20,9.93E+00,756.8333333,93.33333333,4.333333333
20,9.90E+00,756.95,92.5,4.5
30,9.87E+00,757.0666667,91.66666667,4.666666667
30,9.83E+00,757.1833333,90.83333333,4.833333333
50,9.80E+00,757.3,90,5
50,9.67E+00,757.55,89.5,5.166666667
30,9.53E+00,757.8,89,5.333333333
40,9.40E+00,758.05,88.5,5.5
50,9.27E+00,758.3,88,5.666666667
30,9.13E+00,758.55,87.5,5.833333333
50,9.00E+00,758.8,87,6
50,8.88E+00,758.8666667,87.33333333,5.666666667
40,8.77E+00,758.9333333,87.66666667,5.333333333
40,8.65E+00,759,88,5
40,8.53E+00,759.0666667,88.33333333,4.666666667
30,8.42E+00,759.1333333,88.66666667,4.333333333
10,8.30E+00,759.2,89,4
20,8.18E+00,759.3666667,88.66666667,4.166666667
30,8.07E+00,759.5333333,88.33333333,4.333333333
50,7.95E+00,759.7,88,4.5
50,7.83E+00,759.8666667,87.66666667,4.666666667
40,7.72E+00,760.0333333,87.33333333,4.833333333
40,7.60E+00,760.2,87,5
40,7.38E+00,760.3666667,87.66666667,4.5
40,7.17E+00,760.5333333,88.33333333,4
40,6.95E+00,760.7,89,3.5
40,6.73E+00,760.8666667,89.66666667,3
50,6.52E+00,761.0333333,90.33333333,2.5
40,6.30E+00,761.2,91,2
40,6.28E+00,761.35,90.83333333,2
20,6.27E+00,761.5,90.66666667,2
20,6.25E+00,761.65,90.5,2
20,6.23E+00,761.8,90.33333333,2
40,6.22E+00,761.95,90.16666667,2
50,6.20E+00,762.1,90,2
40,6.03E+00,762.2333333,89.83333333,2
40,5.87E+00,762.3666667,89.66666667,2
40,5.70E+00,762.5,89.5,2
40,5.53E+00,762.6333333,89.33333333,2
30,5.37E+00,762.7666667,89.16666667,2
40,5.20E+00,762.9,89,2
50,4.95E+00,763.0166667,89.83333333,2
30,4.70E+00,763.1333333,90.66666667,2
40,4.45E+00,763.25,91.5,2
10,4.20E+00,763.3666667,92.33333333,2
20,3.95E+00,763.4833333,93.16666667,2
40,3.70E+00,763.6,94,2
40,3.85E+00,763.75,93.83333333,2
40,4.00E+00,763.9,93.66666667,2
50,4.15E+00,764.05,93.5,2
50,4.30E+00,764.2,93.33333333,2
40,4.45E+00,764.35,93.16666667,2
40,4.60E+00,764.5,93,2
40,4.85E+00,764.6,91.83333333,2
40,5.10E+00,764.7,90.66666667,2
30,5.35E+00,764.8,89.5,2
20,5.60E+00,764.9,88.33333333,2
20,5.85E+00,765,87.16666667,2
30,6.10E+00,765.1,86,2
50,6.20E+00,765.1333333,84.33333333,1.833333333
40,6.30E+00,765.1666667,82.66666667,1.666666667
40,6.40E+00,765.2,81,1.5
40,6.50E+00,765.2333333,79.33333333,1.333333333
50,6.60E+00,765.2666667,77.66666667,1.166666667
40,6.70E+00,765.3,76,1
40,6.80E+00,765.2833333,75.66666667,1.166666667
50,6.90E+00,765.2666667,75.33333333,1.333333333
50,7.00E+00,765.25,75,1.5
40,7.10E+00,765.2333333,74.66666667,1.666666667
30,7.20E+00,765.2166667,74.33333333,1.833333333
10,7.30E+00,765.2,74,2
20,7.30E+00,765.2166667,73.5,2
30,7.30E+00,765.2333333,73,2
50,7.30E+00,765.25,72.5,2
50,7.30E+00,765.2666667,72,2
40,7.30E+00,765.2833333,71.5,2
50,7.30E+00,765.3,71,2
40,7.28E+00,765.2666667,70.83333333,2
40,7.27E+00,765.2333333,70.66666667,2
40,7.25E+00,765.2,70.5,2
40,7.23E+00,765.1666667,70.33333333,2
50,7.22E+00,765.1333333,70.16666667,2
50,7.20E+00,765.1,70,2
20,7.17E+00,765.1,69.83333333,2
20,7.13E+00,765.1,69.66666667,2
20,7.10E+00,765.1,69.5,2
20,7.07E+00,765.1,69.33333333,2
40,7.03E+00,765.1,69.16666667,2
50,7.00E+00,765.1,69,2
50,6.75E+00,765.1,70.33333333,2
40,6.50E+00,765.1,71.66666667,2
50,6.25E+00,765.1,73,2
30,6.00E+00,765.1,74.33333333,2
40,5.75E+00,765.1,75.66666667,2
40,5.50E+00,765.1,77,2
40,5.03E+00,765.1333333,78.66666667,2
40,4.57E+00,765.1666667,80.33333333,2
50,4.10E+00,765.2,82,2
50,3.63E+00,765.2333333,83.66666667,2
30,3.17E+00,765.2666667,85.33333333,2
20,2.70E+00,765.3,87,2
20,2.55E+00,765.3666667,87.66666667,2.166666667
20,2.40E+00,765.4333333,88.33333333,2.333333333
50,2.25E+00,765.5,89,2.5
40,2.10E+00,765.5666667,89.66666667,2.666666667
50,1.95E+00,765.6333333,90.33333333,2.833333333
50,1.80E+00,765.7,91,3
40,2.07E+00,765.7166667,90.5,3.166666667
40,2.33E+00,765.7333333,90,3.333333333
40,2.60E+00,765.75,89.5,3.5
40,2.87E+00,765.7666667,89,3.666666667
30,3.13E+00,765.7833333,88.5,3.833333333
20,3.40E+00,765.8,88,4
20,3.23E+00,765.8333333,88.5,3.833333333
30,3.07E+00,765.8666667,89,3.666666667
40,2.90E+00,765.9,89.5,3.5
40,2.73E+00,765.9333333,90,3.333333333
50,2.57E+00,765.9666667,90.5,3.166666667
30,2.40E+00,766,91,3
40,2.45E+00,765.95,90.83333333,3.166666667
50,2.50E+00,765.9,90.66666667,3.333333333
40,2.55E+00,765.85,90.5,3.5
50,2.60E+00,765.8,90.33333333,3.666666667
40,2.65E+00,765.75,90.16666667,3.833333333
40,2.70E+00,765.7,90,4
40,2.77E+00,765.7,89.33333333,4.166666667
20,2.83E+00,765.7,88.66666667,4.333333333
20,2.90E+00,765.7,88,4.5
30,2.97E+00,765.7,87.33333333,4.666666667
20,3.03E+00,765.7,86.66666667,4.833333333
50,3.10E+00,765.7,86,5
40,3.08E+00,765.6166667,86,5
40,3.07E+00,765.5333333,86,5
40,3.05E+00,765.45,86,5
40,3.03E+00,765.3666667,86,5
40,3.02E+00,765.2833333,86,5
50,3.00E+00,765.2,86,5
50,3.07E+00,765.1833333,85.5,5
40,3.13E+00,765.1666667,85,5
20,3.20E+00,765.15,84.5,5
20,3.27E+00,765.1333333,84,5
20,3.33E+00,765.1166667,83.5,5
30,3.40E+00,765.1,83,5
50,3.37E+00,765.1,83.16666667,5
50,3.33E+00,765.1,83.33333333,5
40,3.30E+00,765.1,83.5,5
50,3.27E+00,765.1,83.66666667,5
40,3.23E+00,765.1,83.83333333,5
40,3.20E+00,765.1,84,5
40,3.32E+00,765,83.33333333,5.166666667
40,3.43E+00,764.9,82.66666667,5.333333333
40,3.55E+00,764.8,82,5.5
50,3.67E+00,764.7,81.33333333,5.666666667
40,3.78E+00,764.6,80.66666667,5.833333333
20,3.90E+00,764.5,80,6
20,3.95E+00,764.55,80.33333333,6
20,4.00E+00,764.6,80.66666667,6
30,4.05E+00,764.65,81,6
50,4.10E+00,764.7,81.33333333,6
40,4.15E+00,764.75,81.66666667,6
50,4.20E+00,764.8,82,6
40,4.25E+00,764.75,81.83333333,6
50,4.30E+00,764.7,81.66666667,6
40,4.35E+00,764.65,81.5,6
40,4.40E+00,764.6,81.33333333,6
20,4.45E+00,764.55,81.16666667,6
30,4.50E+00,764.5,81,6
20,4.47E+00,764.4333333,81.16666667,6.333333333
20,4.43E+00,764.3666667,81.33333333,6.666666667
50,4.40E+00,764.3,81.5,7
40,4.37E+00,764.2333333,81.66666667,7.333333333
40,4.33E+00,764.1666667,81.83333333,7.666666667
40,4.30E+00,764.1,82,8
40,4.35E+00,764.1166667,82,7.666666667
40,4.40E+00,764.1333333,82,7.333333333
40,4.45E+00,764.15,82,7
50,4.50E+00,764.1666667,82,6.666666667
50,4.55E+00,764.1833333,82,6.333333333
20,4.60E+00,764.2,82,6
20,4.65E+00,764.1333333,81.83333333,6.333333333
20,4.70E+00,764.0666667,81.66666667,6.666666667
30,4.75E+00,764,81.5,7
40,4.80E+00,763.9333333,81.33333333,7.333333333
40,4.85E+00,763.8666667,81.16666667,7.666666667
50,4.90E+00,763.8,81,8
40,4.97E+00,763.8166667,81,8
40,5.03E+00,763.8333333,81,8
40,5.10E+00,763.85,81,8
40,5.17E+00,763.8666667,81,8
40,5.23E+00,763.8833333,81,8
40,5.30E+00,763.9,81,8
20,5.40E+00,763.9166667,81.16666667,8.166666667
20,5.50E+00,763.9333333,81.33333333,8.333333333
30,5.60E+00,763.95,81.5,8.5
40,5.70E+00,763.9666667,81.66666667,8.666666667
40,5.80E+00,763.9833333,81.83333333,8.833333333
40,5.90E+00,764,82,9
40,6.05E+00,763.95,81.66666667,8.833333333
40,6.20E+00,763.9,81.33333333,8.666666667
40,6.35E+00,763.85,81,8.5
50,6.50E+00,763.8,80.66666667,8.333333333
40,6.65E+00,763.75,80.33333333,8.166666667
40,6.80E+00,763.7,80,8
30,6.90E+00,763.7333333,80.5,8.166666667
20,7.00E+00,763.7666667,81,8.333333333
20,7.10E+00,763.8,81.5,8.5
10,7.20E+00,763.8333333,82,8.666666667
60,7.30E+00,763.8666667,82.5,8.833333333
40,7.40E+00,763.9,83,9
40,7.50E+00,763.85,82.66666667,9.166666667
50,7.60E+00,763.8,82.33333333,9.333333333
40,7.70E+00,763.75,82,9.5
40,7.80E+00,763.7,81.66666667,9.666666667
40,7.90E+00,763.65,81.33333333,9.833333333
40,8.00E+00,763.6,81,10
50,8.05E+00,763.5,81.33333333,10.16666667
20,8.10E+00,763.4,81.66666667,10.33333333
30,8.15E+00,763.3,82,10.5
20,8.20E+00,763.2,82.33333333,10.66666667
20,8.25E+00,763.1,82.66666667,10.83333333
40,8.30E+00,763,83,11
50,8.30E+00,762.95,83.33333333,10.83333333
40,8.30E+00,762.9,83.66666667,10.66666667
40,8.30E+00,762.85,84,10.5
50,8.30E+00,762.8,84.33333333,10.33333333
50,8.30E+00,762.75,84.66666667,10.16666667
30,8.30E+00,762.7,85,10
40,8.33E+00,762.6666667,84.83333333,10
30,8.37E+00,762.6333333,84.66666667,10
20,8.40E+00,762.6,84.5,10
20,8.43E+00,762.5666667,84.33333333,10
30,8.47E+00,762.5333333,84.16666667,10
40,8.50E+00,762.5,84,10
50,8.52E+00,762.45,83.83333333,10
40,8.53E+00,762.4,83.66666667,10
40,8.55E+00,762.35,83.5,10
50,8.57E+00,762.3,83.33333333,10
60,8.58E+00,762.25,83.16666667,10
70,8.60E+00,762.2,83,10
60,8.63E+00,762.2,83.16666667,9.833333333
70,8.67E+00,762.2,83.33333333,9.666666667
70,8.70E+00,762.2,83.5,9.5
70,8.73E+00,762.2,83.66666667,9.333333333
50,8.77E+00,762.2,83.83333333,9.166666667
70,8.80E+00,762.2,84,9
80,8.83E+00,762.2166667,83.66666667,9.166666667
110,8.87E+00,762.2333333,83.33333333,9.333333333
80,8.90E+00,762.25,83,9.5
90,8.93E+00,762.2666667,82.66666667,9.666666667
80,8.97E+00,762.2833333,82.33333333,9.833333333
80,9.00E+00,762.3,82,10
70,9.00E+00,762.2833333,82,10
80,9.00E+00,762.2666667,82,10
90,9.00E+00,762.25,82,10
100,9.00E+00,762.2333333,82,10
110,9.00E+00,762.2166667,82,10
90,9.00E+00,762.2,82,10
80,9.02E+00,762.15,82.16666667,9.833333333
70,9.03E+00,762.1,82.33333333,9.666666667
60,9.05E+00,762.05,82.5,9.5
80,9.07E+00,762,82.66666667,9.333333333
80,9.08E+00,761.95,82.83333333,9.166666667
80,9.10E+00,761.9,83,9
90,9.10E+00,761.8333333,83,9.166666667
80,9.10E+00,761.7666667,83,9.333333333
90,9.10E+00,761.7,83,9.5
80,9.10E+00,761.6333333,83,9.666666667
60,9.10E+00,761.5666667,83,9.833333333
70,9.10E+00,761.5,83,10
70,9.08E+00,761.3666667,83,10
70,9.07E+00,761.2333333,83,10
80,9.05E+00,761.1,83,10
80,9.03E+00,760.9666667,83,10
50,9.02E+00,760.8333333,83,10
50,9.00E+00,760.7,83,10
60,9.02E+00,760.6166667,82.83333333,9.833333333
50,9.03E+00,760.5333333,82.66666667,9.666666667
80,9.05E+00,760.45,82.5,9.5
60,9.07E+00,760.3666667,82.33333333,9.333333333
50,9.08E+00,760.2833333,82.16666667,9.166666667
50,9.10E+00,760.2,82,9
40,9.10E+00,760.1,82,9.166666667
40,9.10E+00,760,82,9.333333333
40,9.10E+00,759.9,82,9.5
40,9.10E+00,759.8,82,9.666666667
50,9.10E+00,759.7,82,9.833333333
40,9.10E+00,759.6,82,10
40,9.05E+00,759.4666667,82.66666667,10
30,9.00E+00,759.3333333,83.33333333,10
20,8.95E+00,759.2,84,10
20,8.90E+00,759.0666667,84.66666667,10
50,8.85E+00,758.9333333,85.33333333,10
40,8.80E+00,758.8,86,10
